stitch_id1	stitch_id2	drug1	drug2	event_umls_id	event_name	proportional_reporting_ratio	pvalue	confidence	drug1_prr	drug2_prr	observed	expected
CID000000143	CID000059708	leucovorin	levetiracetam	C0024141	disseminated lupus erythematosus	44.7390041488856	4.54131679364608e-137	4	\N	1.26215895609416	0.0844	0.0018864970646
CID000000143	CID000059708	leucovorin	levetiracetam	C0424230	motor retardation	138.093771626613	1.2426597291329e-132	4	\N	1.59444101463548	0.0781	0.00056555772994
CID000000143	CID000060147	leucovorin	tamsulosin	C0020456	hyperglycaemia	3.62549399350831	2.34239808444929e-112	4	\N	1.25627354227187	0.1185	0.032685201027
CID000000143	CID000060147	leucovorin	tamsulosin	C0042963	emesis	1.72442172524513	1.06835665574653e-31	3	1.43396777597139	\N	0.0808	0.046856287425
CID000000143	CID000060184	leucovorin	perindopril	C0151744	Cardiac ischemia	25.3506231452264	3.10421314832409e-238	5	1.75270621347564	1.21701953184134	0.171	0.0067453963171
CID000000143	CID000060198	leucovorin	exemestane	C0031039	pericardial effusion	134.883271924235	0	5	\N	1.23325942351098	0.5001	0.0037076502732
CID000000143	CID000060831	leucovorin	tiotropium	C0013604	edema	3.33610605662851	3.50775323186708e-83	4	\N	\N	0.0828	0.024819354839
CID000000143	CID000060835	leucovorin	duloxetine	C0011849	Diabetes	10.2693495155005	2.53036770929366e-269	5	\N	\N	0.2275	0.022153301887
CID000000143	CID000060835	leucovorin	duloxetine	C0034069	lung fibrosis	121.080129447456	9.86501475438405e-297	5	1.70905986633367	\N	0.2206	0.0018219339623
CID000000143	CID000060843	leucovorin	pemetrexed	C0009676	confusion	7.04099990960499	1.40984428909579e-175	5	\N	1.36803790026136	0.1429	0.020295412844
CID000000143	CID000060852	leucovorin	ibandronate	C0000737	abdominal pain	4.06342917520228	7.01765204105523e-116	4	1.14957176160376	1.08201225182306	0.113	0.027809024134
CID000000143	CID000060852	leucovorin	ibandronate	C0020443	elevated cholesterol	7.64829784136417	2.45154388583104e-155	4	\N	\N	0.1108	0.014486883526
CID000000143	CID000060852	leucovorin	ibandronate	C0243026	sepsis	8.27256944442225	3.0489091408972e-152	4	1.10275460288006	\N	0.11	0.013296956978
CID000000143	CID000060953	leucovorin	capecitabine	C0012569	Diplopia	6.73346855976124	1.58486111686653e-31	3	\N	\N	0.0193	0.0028662790698
CID000000143	CID000060953	leucovorin	capecitabine	C0020517	allergies	1.75444592790012	4.93831441396616e-09	2	1.31814851209096	\N	0.0191	0.010886627907
CID000000143	CID000060953	leucovorin	capecitabine	C0032227	Pleural Effusion	10.4615270568312	7.15078761388609e-214	5	\N	\N	0.1641	0.015686046512
CID000000143	CID000060953	leucovorin	capecitabine	C0085593	chill	2.73242074923229	4.68565436168893e-39	3	\N	\N	0.0441	0.016139534884
CID000000143	CID000060953	leucovorin	capecitabine	C0456909	blindness	9.06146341475791	1.35063713994206e-35	3	\N	\N	0.0216	0.0023837209302
CID000000143	CID000062924	leucovorin	fluticasone	C0003864	arthritis	5.64295805738991	3.0209602323128e-32	3	\N	1.45327204303664	0.0217	0.0038455008489
CID000000143	CID000062924	leucovorin	fluticasone	C0018802	Cardiac decompensation	1.52358710306147	1.87542697584432e-07	2	\N	1.11697207405186	0.0211	0.013848896435
CID000000143	CID000062924	leucovorin	fluticasone	C0042769	Infection Viral	6.85324396780343	1.28475663360108e-33	3	\N	\N	0.0217	0.0031663837012
CID000000143	CID000065999	leucovorin	telmisartan	C0243026	sepsis	22.1719414987374	0	5	1.10275460288006	\N	0.3277	0.014779941577
CID000000143	CID000068740	leucovorin	zoledronic acid	C0015672	Fatigue	9.01278278064305	0	5	\N	\N	0.3486	0.038678398058
CID000000143	CID000068740	leucovorin	zoledronic acid	C0030252	palpitation	10.6518768452723	1.03150153994625e-94	4	\N	\N	0.0613	0.0057548543689
CID000000143	CID000068740	leucovorin	zoledronic acid	C0043096	loss of weight	10.1136213136836	5.0852528237262e-213	5	\N	1.14805882950091	0.1594	0.01576092233
CID000000143	CID000068740	leucovorin	zoledronic acid	C0267596	haemorrhage rectum	7.8379871125689	2.50438032965415e-51	3	\N	\N	0.031	0.0039550970874
CID000000143	CID000071616	leucovorin	voriconazole	C0008033	pleural pain	3.85407510979117	2.32462095349585e-86	4	\N	\N	0.0821	0.02130212766
CID000000143	CID000071616	leucovorin	voriconazole	C0034886	proctalgia	37.6166077738184	3.58041635119864e-153	4	1.63967026315436	\N	0.0906	0.0024085106383
CID000000143	CID000077999	leucovorin	rosiglitazone	C0003123	Anorexia	3.0222188035797	9.72576552966084e-158	4	1.14603373430693	1.09336026547593	0.1993	0.065944927536
CID000000143	CID000077999	leucovorin	rosiglitazone	C0085649	edema extremities	6.59522325062016	5.8508406467345e-227	5	\N	1.84651658695116	0.1993	0.03021884058
CID000000143	CID000083786	leucovorin	allopurinol	C0011606	dermatitis exfoliative	7.30308166407386	6.14371667128778e-32	3	\N	2.96674624163159	0.0183	0.0025057915058
CID000000143	CID000083786	leucovorin	allopurinol	C0024115	Disorder Lung	6.29130052719102	1.33873037830795e-58	3	\N	1.13623922730769	0.0387	0.0061513513514
CID000000143	CID000083786	leucovorin	allopurinol	C0086769	panic attack	9.27982801868451	1.80657489169348e-35	3	\N	\N	0.02	0.0021552123552
CID000000143	CID000087177	leucovorin	lactulose	C0003962	ascites	1.84388467374452	4.13218461505139e-10	2	1.21029867787848	1.6934408830507	0.0183	0.0099246987952
CID000000143	CID000087177	leucovorin	lactulose	C0020625	blood sodium decreased	3.15651515148167	7.17004459185116e-72	4	1.11176220078758	1.42840123176621	0.0753	0.023855421687
CID000000143	CID000087177	leucovorin	lactulose	C0043144	wheeze	4.98270799352511	1.31523151903315e-26	3	\N	1.1184634019751	0.0184	0.0036927710843
CID000000143	CID000093860	leucovorin	bortezomib	C0007177	Cardiac tamponade	91.8156521737534	5.29050838999946e-139	4	\N	1.2472173022624	0.0838	0.0009126984127
CID000000143	CID000093860	leucovorin	bortezomib	C0036983	septic shock	5.46197183108849	3.33876293579487e-104	4	1.25948979921607	1.42984466915861	0.0831	0.015214285714
CID000000143	CID000119607	leucovorin	valdecoxib	C0011603	dermatitides	65.5842134508824	8.54267207429884e-237	5	\N	1.2896144735759	0.1705	0.0025997109827
CID000000143	CID000119607	leucovorin	valdecoxib	C0034886	proctalgia	152.203191491062	1.13874598889432e-225	5	1.63967026315436	\N	0.1654	0.0010867052023
CID000000143	CID000123631	leucovorin	gefitinib	C0011991	diarrhea	3.33030396071307	6.0761171314668e-280	5	1.35074506826311	1.83370688064324	0.3312	0.099450381679
CID000000143	CID000123631	leucovorin	gefitinib	C0266813	fecal occult blood	196.500000000741	2.35580604466715e-119	4	1.78441523962003	2.11521050245962	0.065	0.00033078880407
CID000000143	CID000125889	leucovorin	pregabalin	C0151908	dry skin	43.7179473688996	3.63608697426048e-176	5	\N	1.4634832872428	0.1109	0.0025367156208
CID000000143	CID000130881	leucovorin	olmesartan medoxomil	C0009319	colitis	12.3277075811362	1.00473501776988e-65	3	1.27459697941695	\N	0.0399	0.0032366114898
CID000000143	CID000130881	leucovorin	olmesartan medoxomil	C0020443	elevated cholesterol	2.63214031461021	9.24547667326175e-36	3	\N	\N	0.0396	0.015044790652
CID000000143	CID000130881	leucovorin	olmesartan medoxomil	C0035078	kidney failure	1.49005112616878	8.93584375321798e-12	2	\N	\N	0.042	0.028186952288
CID000000143	CID000147912	leucovorin	posaconazole	C0022658	disorder Renal	58.579017264743	1.18137640918225e-273	5	\N	1.94498277347115	0.2005	0.0034227272727
CID000000143	CID000148211	leucovorin	palonosetron	C0000737	abdominal pain	6.08958009337889	1.44798451292168e-222	5	1.14957176160376	2.01234935277488	0.2008	0.032974358974
CID000000143	CID000148211	leucovorin	palonosetron	C0009806	constipated	1.33724753404726	0.000124846528719014	2	\N	\N	0.0219	0.016376923077
CID000000143	CID000148211	leucovorin	palonosetron	C0018799	cardiac disease	3.28086838533487	6.86274173051237e-15	2	\N	\N	0.0124	0.0037794871795
CID000000143	CID000148211	leucovorin	palonosetron	C0032302	pneumonia primary atypical	31.7672727271919	1.61918915284587e-46	3	1.49558527842261	2.12053571428571	0.0224	0.00070512820513
CID000000143	CID000148211	leucovorin	palonosetron	C0149871	deep vein thromboses	1.41584158413972	3.63478318061148e-08	2	1.17513921912786	1.23844121532365	0.033	0.023307692308
CID000000143	CID000148211	leucovorin	palonosetron	C0497327	amentia	9.75000000020893	8.18010804095775e-20	2	\N	\N	0.0105	0.0010769230769
CID000000143	CID000150311	leucovorin	ezetimibe	C0034065	Embolism pulmonary	12.1999788334291	2.46835289615817e-193	5	1.56548041914289	\N	0.1399	0.01146723301
CID000000143	CID000150311	leucovorin	ezetimibe	C0836924	increased platelet count	13.8135514019531	1.02769335261091e-52	3	\N	\N	0.0287	0.0020776699029
CID000000143	CID000151165	leucovorin	aprepitant	C0009806	constipated	4.71334606405808	1.14731225856676e-93	4	\N	\N	0.0766	0.016251724138
CID000000143	CID000151165	leucovorin	aprepitant	C0021845	intestinal perforation	7.94739478956721	1.23781654981378e-83	4	1.68447444969505	2.13097345133623	0.0547	0.0068827586207
CID000000143	CID000151165	leucovorin	aprepitant	C0041657	loss of consciousness	6.15268043185336	3.01707749749458e-140	4	\N	\N	0.112	0.018203448276
CID000000143	CID000176870	leucovorin	erlotinib	C0004610	Bacteraemia	74.6116868811398	2.06922165076255e-261	5	1.30762540526757	\N	0.1928	0.002584045584
CID000000143	CID000216326	leucovorin	lenalidomide	C0032300	lobar pneumonia	34.0176051779099	7.7154584243335e-268	5	\N	\N	0.2006	0.0058969465649
CID000000143	CID000667490	leucovorin	mercaptopurine	C0007787	transient ischaemic attack	15.6317929757696	8.98273508193162e-85	4	1.11358509322094	6.86197183101104	0.0496	0.0031730205279
CID000000143	CID000667490	leucovorin	mercaptopurine	C0020443	elevated cholesterol	49.1945023701252	3.00131275781926e-230	5	\N	\N	0.1522	0.0030938416422
CID000000143	CID000667490	leucovorin	mercaptopurine	C0036974	cardiovascular collapse	4.26141511831276	6.60567808878234e-63	3	\N	\N	0.0491	0.011521994135
CID000000143	CID003062316	leucovorin	dasatinib	C0008325	cholecystitis	135.194117647968	0	5	1.57463908972135	\N	0.3423	0.0025319148936
CID000000143	CID003468412	leucovorin	nystatin	C0003123	Anorexia	5.3797689883854	8.26209363000371e-162	4	1.14603373430693	1.09984076506412	0.145	0.026952830189
CID000000143	CID003468412	leucovorin	nystatin	C0013395	dyspepsia	4.61168831172824	1.62046553085241e-28	3	\N	\N	0.0201	0.004358490566
CID000000143	CID003468412	leucovorin	nystatin	C0023518	leucocytosis	5.71239193076659	1.24328574361173e-27	3	\N	1.30300013277145	0.0187	0.0032735849057
CID000000143	CID003468412	leucovorin	nystatin	C0043094	weight gain	2.67300137050517	1.86778441323156e-17	2	\N	1.19566783978952	0.0184	0.0068836477987
CID000000143	CID003468412	leucovorin	nystatin	C1510431	Superficial thrombophlebitis	33.6068181816272	6.03681188045003e-36	3	\N	2.61353500094704	0.0186	0.0005534591195
CID000000143	CID004475485	leucovorin	rosuvastatin	C0004093	asthenia	1.22698758404906	4.12401974635158e-07	2	\N	\N	0.0628	0.051182262002
CID000000143	CID004475485	leucovorin	rosuvastatin	C0022660	acute kidney failure	2.40980392154643	6.49797107424378e-46	3	\N	1.18402003111658	0.0613	0.025437754272
CID000000143	CID004475485	leucovorin	rosuvastatin	C0442874	neuropathy	3.04977997544127	3.68877483480696e-52	3	\N	\N	0.0547	0.017935720098
CID000000143	CID005311039	leucovorin	caspofungin	C0018681	Head ache	35.1476171715197	0	5	\N	\N	0.4038	0.011488687783
CID000000143	CID005311039	leucovorin	caspofungin	C0243026	sepsis	2.6426511236916	2.91989912204637e-78	4	1.10275460288006	1.10540103673691	0.0995	0.03765158371
CID000000143	CID005311048	leucovorin	cisplatin	C0016059	fib	7.45587188601088	1.0679148166284e-15	2	\N	1.54317197077507	0.0082	0.0010998043053
CID000000143	CID005311048	leucovorin	cisplatin	C0032290	aspiration pneumonia	1.98648648649186	5.45213675438568e-07	2	\N	1.87010308348316	0.0105	0.0052857142857
CID000000143	CID005311048	leucovorin	cisplatin	C0271468	Eustachian tube disorder	221.433333333112	3.703360434675e-22	3	\N	\N	0.0091	4.1095890411e-05
CID000000143	CID005311297	leucovorin	montelukast	C0027497	nausea	1.75750602673294	1.5522416919996e-46	3	\N	\N	0.1119	0.063669767442
CID000000143	CID005329102	leucovorin	SU11248	C0027947	Neutropenia	3.21935452934748	9.46569921619015e-181	5	1.18507092348145	1.0902055047552	0.2138	0.066410828025
CID000000143	CID005353980	leucovorin	sulfasalazine	C0006277	bronchitis	3.73772625103071	5.21248186796557e-39	3	\N	\N	0.0355	0.009497752809
CID000000143	CID005353980	leucovorin	sulfasalazine	C0018932	haematochezia	12.7574215439083	3.84531157221808e-59	3	\N	2.38993226602521	0.0338	0.0026494382022
CID000000143	CID005353980	leucovorin	sulfasalazine	C0043096	loss of weight	6.09509142153608	3.50934350983098e-130	4	\N	1.3738394607076	0.1045	0.01714494382
CID000000143	CID005481350	leucovorin	tenofovir disoproxil fumarate	C0004093	asthenia	2.28789133793837	1.05748067293207e-58	3	\N	\N	0.0851	0.037195822454
CID000000143	CID005481350	leucovorin	tenofovir disoproxil fumarate	C0043352	aptyalism	40.6112068973619	1.04237650761323e-147	4	\N	\N	0.0861	0.0021201044386
CID000000143	CID006398525	leucovorin	sucralfate	C0011615	allergic dermatitis	2.40425374967669	2.88082466649888e-21	3	\N	\N	0.0277	0.011521246459
CID000000143	CID006398525	leucovorin	sucralfate	C0027080	myoglobinuria	24.3112947657933	1.05592374145548e-88	4	\N	2.68640876407801	0.05	0.0020566572238
CID000000143	CID006398525	leucovorin	sucralfate	C0497247	arterial pressure NOS increased	7.17120355406741	9.54751174377904e-139	4	\N	1.4569004696014	0.1006	0.014028328612
CID000000158	CID000005732	PGE2	zolpidem	C0015967	body temperature increased	6.10695050306343	2.6401628734735e-234	5	\N	1.05285293195391	0.2192	0.035893528184
CID000000159	CID000000772	prostacyclin	heparin	C0008033	pleural pain	1.62886074597734	2.7595896925584e-16	2	1.21489726026209	\N	0.0445	0.027319708029
CID000000159	CID000000772	prostacyclin	heparin	C0018946	hematoma subdural	6.49544513449354	7.9718536174275e-37	3	\N	1.45622291537298	0.0229	0.0035255474453
CID000000159	CID000000772	prostacyclin	heparin	C0035344	retinopathy of prematurity	256.56363636338	1.50157690373713e-44	3	16.5000000001375	10.2388748217352	0.0206	8.0291970803e-05
CID000000159	CID000000853	prostacyclin	thyroxine	C0000731	abdominal distension	8.40042602306127	4.06703510023665e-149	4	4.0054945054725	1.18199501258268	0.1098	0.013070765661
CID000000159	CID000000853	prostacyclin	thyroxine	C0020542	pulmonary hypertension	11.3169935910439	1.77728417085804e-148	4	2.63551401866696	1.25903056859142	0.1014	0.0089599767981
CID000000159	CID000000853	prostacyclin	thyroxine	C0281839	esophageal rupture	182.119881306611	1.3290272247749e-71	4	35.0624999998904	1.23990345482966	0.0356	0.00019547563805
CID000000159	CID000001983	prostacyclin	acetaminophen	C0013922	embolism	26.2853470445892	1.62477766988471e-71	4	\N	1.8065128108358	0.0375	0.0014266503667
CID000000159	CID000001983	prostacyclin	acetaminophen	C0035078	kidney failure	1.6289493237945	8.77049429961528e-15	2	\N	1.08003978367855	0.0402	0.024678484108
CID000000159	CID000002083	prostacyclin	salbutamol	C0014591	epistaxis	3.78332336522145	3.91723197361288e-56	3	1.50526315789276	1.30285203676998	0.0491	0.012978007762
CID000000159	CID000002083	prostacyclin	salbutamol	C0242184	hypoxia	20.822399538648	2.46477799151302e-196	5	3.42452830189756	1.08363147065883	0.1401	0.0067283311772
CID000000159	CID000002088	prostacyclin	alendronate	C0020649	arterial pressure NOS decreased	2.6971569442349	9.28927670312165e-141	4	\N	1.29595173764732	0.1643	0.060915995397
CID000000159	CID000002118	prostacyclin	alprazolam	C0013404	Difficulty breathing	1.54480790340547	1.87705406040938e-31	3	1.29150853889514	\N	0.1057	0.068422746781
CID000000159	CID000002156	prostacyclin	amiodarone	C0027497	nausea	2.83297268931884	8.8276311591816e-140	4	1.40967843633556	\N	0.1629	0.057501436782
CID000000159	CID000002160	prostacyclin	amitriptyline	C0018965	blood in urine	46.9030146421779	3.71344377196343e-309	5	1.66597510374135	1.81723986459425	0.2464	0.0052533936652
CID000000159	CID000002160	prostacyclin	amitriptyline	C0242184	hypoxia	36.9043103447321	0	5	3.42452830189756	1.76846075875824	0.3293	0.0089230769231
CID000000159	CID000002162	prostacyclin	amlodipine	C0020542	pulmonary hypertension	9.65419126326736	1.98771562406206e-125	4	2.63551401866696	1.17177439685002	0.0843	0.0087319587629
CID000000159	CID000002171	prostacyclin	amoxicillin	C0020621	hypokalaemia	21.7766101693945	1.48621580551595e-252	5	\N	\N	0.1981	0.0090969162996
CID000000159	CID000002244	prostacyclin	aspirin	C0018801	cardiac failure	5.02109818758435	1.87288504232136e-82	4	1.43208522637697	1.15509892061211	0.0665	0.013244114637
CID000000159	CID000002244	prostacyclin	aspirin	C0243026	sepsis	6.66781219743271	1.28371369331482e-96	4	2.05263157894737	\N	0.0705	0.010573183214
CID000000159	CID000002249	prostacyclin	atenolol	C0085624	burning sensation	31.7267674138601	1.35787850693825e-191	5	\N	1.15512358384108	0.1345	0.0042393225331
CID000000159	CID000002265	prostacyclin	azathioprine	C0000814	abortion missed	156.055045872347	5.04002656566609e-175	5	\N	6.61781842833115	0.108	0.00069206349206
CID000000159	CID000002462	prostacyclin	budesonide	C0040147	thyroiditis	2863.64920632784	0	5	30.7702702706029	5.19141552499863	0.4411	0.00015403422983
CID000000159	CID000002471	prostacyclin	bumetanide	C0043094	weight gain	4.32032483648506	5.60293981431302e-128	4	\N	1.86596364881517	0.112	0.025923976608
CID000000159	CID000002550	prostacyclin	captopril	C0017565	Bleeding gums	91.7610710583996	1.55826520474218e-234	5	\N	\N	0.162	0.0017654545455
CID000000159	CID000002617	prostacyclin	cefazolin	C0039231	heart rate increased	11.5790031151927	0	5	1.71066176469016	1.25967415092361	0.4011	0.03464028777
CID000000159	CID000002656	prostacyclin	ceftriaxone	C0242184	hypoxia	12.9713163063368	4.08101055169501e-251	5	3.42452830189756	1.15581648622838	0.2016	0.015541984733
CID000000159	CID000002678	prostacyclin	cetirizine	C0004238	AFIB	14.6301415486607	9.60760110928222e-203	5	\N	\N	0.1417	0.009685483871
CID000000159	CID000002678	prostacyclin	cetirizine	C0022660	acute kidney failure	27.2793534931937	0	5	\N	\N	0.2813	0.010311827957
CID000000159	CID000002678	prostacyclin	cetirizine	C0575090	balance disorder	25.2931480592506	8.00992824750374e-205	5	\N	1.24343584429946	0.1419	0.0056102150538
CID000000159	CID000002764	prostacyclin	ciprofloxacin	C0019080	Bleeding	4.64239773184216	1.39394669783475e-157	4	2.46569548871601	\N	0.1462	0.031492346939
CID000000159	CID000002771	prostacyclin	citalopram	C0004626	bacterial pneumonia	51.5439068101153	4.59484770276358e-56	3	\N	1.43455471524928	0.0305	0.00059172852598
CID000000159	CID000002771	prostacyclin	citalopram	C0035078	kidney failure	8.83633778609538	1.1666522122641e-177	5	\N	\N	0.1417	0.016036055143
CID000000159	CID000002806	prostacyclin	clopidogrel	C0003507	aortic stenosis	99.1729257624166	1.19936600842784e-278	5	2.04744525548192	1.36505591936693	0.2046	0.0020630630631
CID000000159	CID000003003	prostacyclin	dexamethasone	C0014518	Lyell	127.128884648741	1.8437583391099e-290	5	\N	1.65806958749798	0.2074	0.0016314152411
CID000000159	CID000003016	prostacyclin	diazepam	C0015967	body temperature increased	6.1510487743372	5.75802586671716e-270	5	1.76912715517003	1.09215825986072	0.2552	0.041488859764
CID000000159	CID000003062	prostacyclin	digoxin	C0007859	cervicalgia	5.73582017006029	6.79213822494885e-38	3	\N	\N	0.0233	0.0040621915104
CID000000159	CID000003062	prostacyclin	digoxin	C0018801	cardiac failure	3.71496566794105	2.78671744726417e-100	4	1.43208522637697	1.81719872127449	0.094	0.025303060217
CID000000159	CID000003062	prostacyclin	digoxin	C0027497	nausea	2.28370438052839	2.09618844916177e-89	4	1.40967843633556	1.33340260670485	0.1283	0.05618065153
CID000000159	CID000003062	prostacyclin	digoxin	C0042109	hive	4.82468978106266	4.43378411811019e-36	3	2.39743589740516	\N	0.0261	0.0054096742349
CID000000159	CID000003062	prostacyclin	digoxin	C0750426	increased white blood cell count	2.8962626854252	4.3181613591742e-27	3	\N	\N	0.0293	0.010116485686
CID000000159	CID000003075	prostacyclin	diltiazem	C0206062	ild	11.1505909413246	2.01747381380971e-165	4	1.78034682081182	\N	0.1215	0.010896283492
CID000000159	CID000003222	prostacyclin	enalapril	C0018681	Head ache	3.07591721777818	4.79421807486964e-96	4	1.3366316821579	\N	0.1112	0.036151818182
CID000000159	CID000003325	prostacyclin	famotidine	C0013221	drug toxicity NOS	4.09900596416491	1.02760663568143e-54	3	1.22263017356312	\N	0.0468	0.01141740227
CID000000159	CID000003325	prostacyclin	famotidine	C0151904	Aspartate Aminotransferase Increase	4.28946976567066	4.57241720635702e-171	4	1.41733117998377	1.54580582710031	0.1671	0.038955863808
CID000000159	CID000003345	prostacyclin	fentanyl	C0020542	pulmonary hypertension	31.9366617827714	0	5	2.63551401866696	\N	0.346	0.010833943834
CID000000159	CID000003348	prostacyclin	fexofenadine	C0018802	Cardiac decompensation	6.95324175813479	4.66007735187013e-131	4	\N	1.59540037165412	0.0981	0.014108527132
CID000000159	CID000003365	prostacyclin	fluconazole	C0015672	Fatigue	5.88047945203242	1.94661990311005e-226	5	\N	1.12983318029092	0.2007	0.03412987013
CID000000159	CID000003386	prostacyclin	fluoxetine	C0020458	hyperhidrosis	5.22661437426064	3.09245670067114e-174	5	\N	1.18119608075325	0.1583	0.030287292818
CID000000159	CID000003405	prostacyclin	folate	C0019079	coughing blood	10.1070898291511	9.42839542343556e-58	3	9.5795795796515	\N	0.0355	0.0035123859192
CID000000159	CID000003440	prostacyclin	furosemide	C0000814	abortion missed	17.5318181823043	3.81521975776638e-07	2	\N	\N	0.0029	0.00016541353383
CID000000159	CID000003440	prostacyclin	furosemide	C0016689	ephelides	64.4538461540147	2.91300075406582e-06	2	35.8612204724409	\N	0.0021	3.2581453634e-05
CID000000159	CID000003440	prostacyclin	furosemide	C0031039	pericardial effusion	3.97166921894671	5.85175684034641e-24	3	1.70772594751191	1.82451852217416	0.0182	0.0045824561404
CID000000159	CID000003440	prostacyclin	furosemide	C0080179	Spinal fracture	2.05078125008011	0.00486457933405727	2	\N	\N	0.0025	0.001219047619
CID000000159	CID000003440	prostacyclin	furosemide	C1527407	eosinophilic pneumonia	47.3445171850047	7.83989389843527e-29	3	19.4117647059394	\N	0.0145	0.00030626566416
CID000000159	CID000003446	prostacyclin	gabapentin	C0032290	aspiration pneumonia	7.99001290318065	9.71146634768545e-61	3	\N	1.14767793197747	0.0409	0.0051188903567
CID000000159	CID000003463	prostacyclin	gemfibrozil	C0015230	eruption	8.47860330215214	1.7070835948786e-218	5	1.68850987433054	1.32485479856346	0.1801	0.021241706161
CID000000159	CID000003488	prostacyclin	glibenclamide	C0033774	itch	15.4737028505233	3.65427829964121e-262	5	\N	\N	0.2056	0.013287058824
CID000000159	CID000003559	prostacyclin	haloperidol	C0020542	pulmonary hypertension	21.4698890190835	0	5	2.63551401866696	1.46558041295056	0.2866	0.013348927875
CID000000159	CID000003639	prostacyclin	hydrochlorothiazide	C0039070	Fainting	5.29062386367038	3.7042128486663e-136	4	\N	1.64958104242335	0.1118	0.021131723381
CID000000159	CID000003652	prostacyclin	hydroxychloroquine	C0018800	cardiac enlargement	36.336479514493	1.48844353645017e-219	5	\N	\N	0.1561	0.004295958279
CID000000159	CID000003672	prostacyclin	ibuprofen	C0000737	abdominal pain	9.14388166752848	0	5	\N	1.3287595834776	0.3	0.032808823529
CID000000159	CID000003672	prostacyclin	ibuprofen	C0042963	emesis	6.01804006890766	0	5	1.67706167708492	1.6230731837623	0.3905	0.064888235294
CID000000159	CID000003883	prostacyclin	lansoprazole	C0004604	Back Ache	3.07672521390052	1.44885467190425e-77	4	\N	1.06369723650243	0.0799	0.02596916996
CID000000159	CID000003883	prostacyclin	lansoprazole	C0020649	arterial pressure NOS decreased	1.34650004593112	1.85068208859956e-17	2	\N	1.30590646819227	0.1043	0.077460079051
CID000000159	CID000003883	prostacyclin	lansoprazole	C0041912	Infection Upper Respiratory	2.89304932735815	1.59199573049798e-20	2	2.00977443609174	1.99029856110746	0.0204	0.0070513833992
CID000000159	CID000003937	prostacyclin	lisinopril	C0011175	dehydration	6.3840243964776	3.29355304637885e-194	5	\N	1.37209596523863	0.1663	0.026049399199
CID000000159	CID000003937	prostacyclin	lisinopril	C0034063	lung edema	8.25500260563986	3.93127139193511e-118	4	3.27689369828552	\N	0.0846	0.010248331108
CID000000159	CID000003954	prostacyclin	loperamide	C0010200	Cough	1.39010262255161	1.67215078404341e-06	2	\N	\N	0.0311	0.02237244898
CID000000159	CID000003954	prostacyclin	loperamide	C0022661	Chronic Kidney Disease	9.376640000012	4.69500134400129e-46	3	\N	1.23439981847788	0.0299	0.0031887755102
CID000000159	CID000003954	prostacyclin	loperamide	C0040128	thyroid disease	29.0867579902301	6.43842316111437e-60	3	9.08256880728529	\N	0.0325	0.0011173469388
CID000000159	CID000003957	prostacyclin	loratadine	C0016204	flatulence	21.8607677293429	2.47763473634605e-136	4	2.18731988475774	\N	0.084	0.0038425
CID000000159	CID000003957	prostacyclin	loratadine	C0243026	sepsis	18.4126984126984	3.45531676126383e-227	5	2.05263157894737	\N	0.1711	0.0092925
CID000000159	CID000003958	prostacyclin	lorazepam	C1145670	respiratory failure	5.24590653662535	1.25058831833406e-96	4	\N	1.44320484702363	0.0739	0.014087174349
CID000000159	CID000004091	prostacyclin	metformin	C0012833	dizziness	3.23983877142167	2.64614892300801e-145	4	\N	\N	0.1673	0.051638372093
CID000000159	CID000004168	prostacyclin	metoclopramide	C0020542	pulmonary hypertension	3.91081683501366	1.51935846866882e-73	4	2.63551401866696	1.22106049291756	0.0657	0.016799559471
CID000000159	CID000004170	prostacyclin	metolazone	C0003467	Anxiety	2.0483078508381	1.04223453094704e-23	3	\N	1.46496757390397	0.0384	0.018747181965
CID000000159	CID000004170	prostacyclin	metolazone	C0035258	Ekbom Syndrome	14.956020942565	1.15318628983632e-63	3	\N	\N	0.0368	0.002460547504
CID000000159	CID000004171	prostacyclin	metoprolol	C0009319	colitis	39.0918756266166	1.28600780617424e-143	4	2.06250000004158	\N	0.0861	0.0022025036819
CID000000159	CID000004171	prostacyclin	metoprolol	C0020598	Blood calcium decreased	51.7850666670681	8.5797385993076e-279	5	8.13214285718933	1.23101741055569	0.2145	0.0041421207658
CID000000159	CID000004171	prostacyclin	metoprolol	C0151766	Abnormal LFTs	4.03558897228948	6.93622189095694e-52	3	2.69520654907698	\N	0.0415	0.010283505155
CID000000159	CID000004173	prostacyclin	metronidazole	C0020649	arterial pressure NOS decreased	8.27104460262497	0	5	\N	1.04700081979925	0.5083	0.061455357143
CID000000159	CID000004178	prostacyclin	mexiletine	C0013604	edema	9.02815415818571	0	5	1.24784837941655	\N	0.3974	0.044017857143
CID000000159	CID000004253	prostacyclin	morphine	C0016382	facial flushing	23.2367505486661	2.18708397071789e-298	5	2.31038675312645	\N	0.2364	0.010173539519
CID000000159	CID000004253	prostacyclin	morphine	C0242184	hypoxia	30.2647830484957	0	5	3.42452830189756	1.40255400680552	0.3092	0.010216494845
CID000000159	CID000004411	prostacyclin	nadolol	C0015695	fatty liver	116.0154574127	0	5	1.49134615385332	\N	0.6029	0.0051967213115
CID000000159	CID000004411	prostacyclin	nadolol	C0080179	Spinal fracture	508.841666667727	8.81624053991501e-271	5	\N	\N	0.2002	0.00039344262295
